Student Id No,Name,Major,Freshman Year,Hometown,State,DOB,Gender,Semester,,
990014,Paola Marissa Hernandez Rodríguez,LAF,2010,Morelia,Mich,2-Jun-94,F,7,,
425808,Mario Rodolfo Etxeberría Lozano,LIN,2013,Monterrey,NL,9-Oct-93,M,6,,
551333,Jorge Daniel Hernandez Ibarguengoitia,LCPF,2008,Monterrey,NL,2-Apr-94,M,6,,
708324,Manuel Salaverri Juárez,IIS,2012,Tuxpan,Ver,22-Apr-93,M,8,,
1006648,Rodrigo Treviño Basaguren,LEM,2012,Acapulco,Gro,18-May-93,M,9,,
679239,Ángel Ricardo Treviño Etxeberría,LCPF,2012,Tlaxcala,Tlax,9-Jul-94,M,6,,
501749,Oscar Daniel Sánchez González,LAF,2009,Tampico,Tamps,25-Feb-93,M,8,,
634434,Karla Silvia Goicoetxea Ochoa,LAF,2011,Monterrey,NL,2-Mar-93,F,8,,
997862,Enrique Rodríguez Azcúnaga,LEM,2009,Tuxpan,Ver,1-Apr-93,M,8,,
494421,Mario Arturo Martínez Aramburu,LAF,2009,Tapachula,Chis,4-Aug-94,M,7,,
1054919,Montserrat Elisa Juárez Garza,IMT,2013,Toluca,Edomex,8-Jul-95,F,4,,
880406,Silvia Cecilia Aristegui Azcúnaga,IMT,2011,Tapachula,Chis,24-Jun-95,F,4,,
520190,Laura Alexia Eskauriatza Arizmendi,IIS,2010,Durango,Dgo,12-Jun-93,F,8,,
860626,Jorge Treviño Lozano,LAF,2008,Mexicali,BC,13-Nov-93,M,6,,
806584,Daniela Lozano Lozano,LAF,2011,Mérida,Yuc,27-Sep-94,F,4,,
485765,Pablo Aramburu Lozano,LAF,2013,Monterrey,NL,12-Dec-93,M,7,,
368352,Giseel Cantú Zárate,IQA,2011,Culiacán,Sin,21-Feb-95,F,4,,
561699,Michelle Pamela Ochoa Sánchez,IQA,2013,Monterrey,NL,7-Aug-92,F,10,,
1089025,Catalina Navarro Ibarguengoitia,LIN,2013,Culiacán,Sin,22-Jun-93,F,8,,
418804,Roberto Navarro García,IIS,2011,Manzanillo,Col,21-Dec-92,M,8,,
564392,Alejandra Zárate Azcúnaga,LAF,2012,Pachuca,Hgo,18-Aug-94,F,4,,
743918,Benito Aramburu Garza,IIS,2011,Pachuca,Hgo,14-May-95,M,4,,
919716,César Francisco Etxeberría Eskauriatza,LED,2008,Manzanillo,Col,17-Nov-92,M,9,,
575137,Nidia Zabaleta Urrutia,LAF,2008,Chihuahua,Chih,31-Dec-94,F,4,,
984724,Alberto Ochoa Cantú,LAF,2013,Monterrey,NL,8-Aug-92,M,10,,
583802,Deyanira Laura Lozano Lozano,LAF,2011,Tijuana,BC,14-Dec-94,F,4,,
1108243,Marissa Adelaida Garza Basaguren,LAF,2008,Guanajuato,Gto,18-Jan-93,F,8,,
690984,Catalina Elisa Azcúnaga Navarro,IMT,2012,Monterrey,NL,5-Nov-94,F,4,,
479242,Enrique Garza Zárate,LAF,2011,Monterrey,NL,21-Feb-93,M,8,,
594833,Alejandra Navarro Goicoetxea,LAF,2012,Puebla,Pue,4-Jan-93,F,8,,
432463,Gonzalo Fernández Salaverri,LIN,2009,Zacatecas,Zac,26-Jul-94,M,6,,
904089,Nicolás Zárate Urrutia,LAF,2012,Toluca,Edomex,25-Mar-93,M,8,,
405769,Giseel Sánchez Treviño,IIS,2008,Mazatlán,Sin,7-Jan-95,F,5,,
1053311,Valeria González Urrutia,LAF,2010,Hermosillo,Son,26-Sep-93,F,6,,
600345,Carmen González Aramburu,LAF,2011,Tlaxcala,Tlax,26-May-95,F,5,,
703391,Manuel Urrutia Eskauriatza,LCPF,2010,Monterrey,NL,19-Aug-92,M,8,,
439205,Giseel García Ibarguengoitia,LED,2009,Monterrey,NL,3-Jan-95,F,4,,
1148629,Diana Etxeberría Basaguren,LCPF,2008,Villahermosa,Tab,22-Mar-94,F,7,,
524338,Enrique Gonzalo Eskauriatza Treviño,LIN,2011,Manzanillo,Col,3-May-94,M,6,,
617177,Esther Ochoa Zabaleta,IQA,2013,Monterrey,NL,14-Mar-94,F,7,,
641451,Marissa Treviño Navarro,LIN,2011,Puebla,Pue,9-May-95,F,4,,
749955,Valeria Cárdenas Cárdenas,IQA,2012,León,Gto,23-Dec-94,F,5,,
1071825,Anahí Hernandez Garza,LEM,2011,Puebla,Pue,12-May-93,F,8,,
545487,Arturo José Cárdenas Villarreal,IMT,2010,Tampico,Tamps,12-Jul-94,M,6,,
467236,Nadia Elisa Aramburu Treviño,LAF,2009,Saltillo,Coah,21-Oct-94,F,4,,
1131294,Oscar César Urrutia Aristegui,IIS,2009,Mexicali,BC,23-Apr-94,M,7,,
380149,Marissa Rodríguez Zárate,LIN,2009,Manzanillo,Col,19-Oct-94,F,4,,
623995,Sandra Zárate Ochoa,LAF,2009,Tlaxcala,Tlax,6-Jan-95,F,4,,
927428,Humberto Rodríguez González,LIN,2013,Durango,Dgo,14-May-95,M,4,,
873410,Gonzalo Daniel Rodríguez Aramburu,LCPF,2008,Los Mochis,Sin,11-Aug-93,M,8,,
805319,Silvia Berenice Urrutia Juárez,IMT,2013,Zacatecas,Zac,2-Oct-93,F,6,,
886024,Rodrigo Treviño Salaverri,LAF,2010,Mérida,Yuc,29-May-93,M,8,,
822180,Alejandro Rafael García Basaguren,LEM,2013,Orizaba,Ver,3-Jun-95,M,5,,
1023841,Diana Cantú Aristegui,LED,2009,Monterrey,NL,8-Mar-94,F,6,,
593869,Giseel Villarreal Azcúnaga,IQA,2008,Monterrey,NL,24-Dec-92,F,8,,
480664,Rodrigo Aristegui Ibarguengoitia,LED,2009,Los Mochis,Sin,21-Apr-94,M,6,,
959676,Dafne Lozano Salaverri,IQA,2009,Monterrey,NL,23-Jan-94,F,6,,
802414,Teresa Sandra García Eskauriatza,LAF,2013,Chihuahua,Chih,5-Aug-94,F,6,,
1040147,Daniela Fátima Aristegui Aramburu,LIN,2013,Tapachula,Chis,29-Jun-94,F,6,,
641276,Daniel Daniel García Zárate,LCPF,2012,Tijuana,BC,14-Feb-94,M,6,,
687781,Priscila Carolina Martínez Cárdenas,LAF,2009,Monterrey,NL,12-May-94,F,6,,
681771,Fátima García González,IQA,2013,Monterrey,NL,20-Jun-95,F,4,,
603770,Montserrat Ibarguengoitia Fernández,LED,2008,Monterrey,NL,20-Nov-94,F,4,,
505306,Ludivina Gema Urrutia González,LIN,2013,Culiacán,Sin,28-Aug-93,F,6,,
1127245,Ruth Cárdenas Aristegui,LCPF,2008,Mazatlán,Sin,2-Jul-95,F,4,,
1094898,Elisa Azcúnaga Hernandez,IIS,2010,Mérida,Yuc,10-Feb-95,F,4,,
692272,Ruth Ibarguengoitia Aramburu,LCPF,2009,Monterrey,NL,10-Oct-93,F,7,,
1090085,Leticia Fernández Martínez,LAF,2010,Pachuca,Hgo,4-Dec-94,F,4,,
672978,Roberto Basaguren Lozano,IQA,2013,Saltillo,Coah,13-Jul-95,M,4,,
536493,Fernando Navarro Arizmendi,LAF,2008,Tampico,Tamps,10-May-95,M,4,,
473133,Gabriela Juárez Juárez,LED,2010,Acapulco,Gro,15-Jul-95,F,5,,
792205,Ludivina Cárdenas Urrutia,LAF,2010,Culiacán,Sin,3-Aug-93,F,8,,
834402,Roberto David García Sánchez,LIN,2011,Toluca,Edomex,30-Oct-94,M,4,,
413071,Benito Arturo Salaverri Arizmendi,IIS,2010,Veracruz,Ver,20-Jan-94,M,6,,
875759,Nicolás Garza Lozano,IIS,2008,Chihuahua,Chih,12-Sep-94,M,4,,
833110,César Ibarguengoitia Navarro,LED,2009,Tampico,Tamps,8-Apr-94,M,6,,
651448,Luis Enrique Urrutia Eskauriatza,IIS,2009,Monterrey,NL,14-Jul-94,M,6,,
396879,Giseel Azcúnaga Rodríguez,LED,2011,Pachuca,Hgo,15-Jan-95,F,4,,
1058033,Rafael Hernandez Cárdenas,IMT,2013,Morelia,Mich,15-Jul-95,M,4,,
1012062,Priscila Marián Etxeberría Arizmendi,IMT,2008,Monterrey,NL,30-Aug-92,F,8,,
799522,Gabriel Azcúnaga Azcúnaga,LAF,2012,Morelia,Mich,12-Jul-94,M,6,,
916747,Fátima Cantú García,LIN,2009,Monterrey,NL,16-Jun-95,F,4,,
1085604,Adelaida Fernández Azcúnaga,IIS,2012,Morelia,Mich,14-Oct-94,F,4,,
354133,Jorge Marco Eskauriatza Lozano,LIN,2008,Los Mochis,Sin,6-Nov-94,M,5,,
490894,Teresa Fernández Urrutia,IIS,2013,Chihuahua,Chih,22-Nov-92,F,8,,
795416,Valeria Martínez Juárez,LED,2012,Mazatlán,Sin,10-May-95,F,5,,
923118,Fernando Hernandez Fernández,LIN,2013,Minatitlán,Ver,21-Feb-94,M,6,,
444462,Enrique Navarro Cárdenas,LAF,2011,Villahermosa,Tab,24-Sep-93,M,6,,
683856,Sofía Navarro García,LIN,2010,Veracruz,Ver,24-Sep-92,F,9,,
816546,Andrés Etxeberría Azcúnaga,IIS,2009,Tijuana,BC,12-Feb-93,M,8,,
883524,Rodolfo Daniel Zárate Salaverri,IIS,2013,Saltillo,Coah,26-Mar-93,M,8,,
455158,Ángel Fernández Hernandez,LAF,2009,Manzanillo,Col,2-Oct-94,M,4,,
354925,Nicolás Gerardo Aramburu García,LEM,2012,Monterrey,NL,29-Apr-95,M,4,,
419418,Rodrigo Humberto Urrutia Ochoa,IQA,2012,Monterrey,NL,14-May-95,M,4,,
681024,Alejandro Antonio Lozano Lozano,LAF,2010,Monterrey,NL,11-Sep-94,M,4,,
598260,Karla Catalina Aristegui Martínez,LED,2011,Pachuca,Hgo,27-Jun-94,F,6,,
1018327,Fernando Ricardo Juárez Hernandez,LED,2013,Manzanillo,Col,27-Jan-95,M,4,,
672103,Mario Benito Salaverri Aristegui,LED,2008,Pachuca,Hgo,22-Oct-92,M,8,,
885155,Carolina Urrutia Urrutia,LED,2011,Monterrey,NL,3-Mar-95,F,4,,
489176,Daniela Marián Etxeberría Martínez,IMT,2011,Tlaxcala,Tlax,25-Jun-95,F,4,,
742082,Gema Cárdenas Treviño,LAF,2012,Monterrey,NL,18-Oct-94,F,4,,
800505,Gabriela Laura Fernández Aramburu,LAF,2011,Hermosillo,Son,9-May-95,F,5,,
449839,Adelaida Daniela Zabaleta Ochoa,LEM,2012,Toluca,Edomex,5-Dec-93,F,6,,
692727,Gerardo Garza González,LED,2011,Morelia,Mich,5-Jun-93,M,8,,
790020,Elena Goicoetxea Goicoetxea,IIS,2011,Monterrey,NL,8-Jun-94,F,6,,
841346,Gema Villarreal Juárez,LAF,2008,Monterrey,NL,16-Jun-93,F,8,,
437763,Sofía Eskauriatza González,LAF,2011,Veracruz,Ver,7-Jul-94,F,7,,
414537,Pamela Valeria Martínez García,LAF,2009,Orizaba,Ver,30-Jun-94,F,7,,
1049366,Ricardo Luis Juárez Villarreal,LAF,2012,Monterrey,NL,22-Jan-93,M,8,,
508191,Roberto Treviño Cantú,LEM,2012,Tapachula,Chis,13-Apr-95,M,5,,
1099137,Alberto González Juárez,LAF,2008,Manzanillo,Col,23-Mar-93,M,8,,
405390,Karla Daniela González Cantú,LEM,2010,Monterrey,NL,31-May-95,F,4,,
741099,Rafael Ibarguengoitia Urrutia,IIS,2011,Minatitlán,Ver,28-Feb-95,M,4,,
984360,Michelle Andrea Hernandez Goicoetxea,LAF,2009,Toluca,Edomex,3-Sep-92,F,8,,
637551,Erika Zárate Etxeberría,LEM,2009,León,Gto,16-Dec-93,F,6,,
680996,Roberto Basaguren Navarro,LAF,2012,Monterrey,NL,10-Dec-94,M,5,,
1109895,Sandra Ruth García Azcúnaga,LAF,2011,Monterrey,NL,10-Mar-95,F,4,,
848329,Deyanira Treviño Hernandez,LAF,2011,Chihuahua,Chih,2-Mar-95,F,5,,
915032,David Roberto Cantú Azcúnaga,LCPF,2011,Los Mochis,Sin,9-Sep-92,M,9,,
1001819,Gema Silvia García Azcúnaga,IMT,2012,Morelia,Mich,28-Aug-93,F,6,,
482701,Ricardo Oscar Ibarguengoitia Lozano,IQA,2012,Acapulco,Gro,12-Aug-93,M,9,,
976884,Alejandro Ricardo Arizmendi Juárez,LAF,2008,Villahermosa,Tab,31-Aug-92,M,8,,
1070361,Alberto Alberto Ibarguengoitia Etxeberría,LED,2010,Tampico,Tamps,9-Dec-94,M,4,,
550543,Andrés Cárdenas Cárdenas,LIN,2010,Monterrey,NL,3-Nov-94,M,4,,
1064794,Esther Villarreal Aramburu,LAF,2012,Toluca,Edomex,11-Jun-95,F,4,,
863699,Luis Rafael Hernandez Etxeberría,LCPF,2009,Culiacán,Sin,5-Dec-92,M,8,,
996315,Marián Diana Sánchez Goicoetxea,IIS,2011,Mérida,Yuc,21-Apr-95,F,4,,
889296,Erika Nadia Zabaleta Arizmendi,LAF,2011,Morelia,Mich,4-Jun-93,F,8,,
1004730,Daniel Arturo Hernandez Salaverri,LCPF,2008,Monterrey,NL,29-Apr-95,M,4,,
705860,Anahí Gema Aramburu Etxeberría,LAF,2013,Tampico,Tamps,20-May-95,F,5,,
729527,Humberto Fernando Treviño Urrutia,IMT,2011,Cuernavaca,Mor,15-May-95,M,4,,
710612,Manuel Ernesto Cantú Zárate,LAF,2013,Saltillo,Coah,7-Apr-95,M,4,,
881543,Priscila Navarro Martínez,LAF,2012,Monterrey,NL,3-Aug-93,F,8,,
908597,Priscila Ochoa Fernández,IIS,2011,Chihuahua,Chih,3-May-95,F,4,,
1073982,Dafne Berenice González Garza,IMT,2011,Monterrey,NL,27-Apr-95,F,5,,
783294,Ernesto Etxeberría Rodríguez,IMT,2010,Saltillo,Coah,5-Dec-93,M,6,,
770977,Carlos Alberto Eskauriatza Goicoetxea,LAF,2012,Monterrey,NL,2-May-95,M,5,,
750238,José Ángel Aramburu Eskauriatza,LAF,2008,Monterrey,NL,23-Feb-95,M,5,,
1117074,Marissa Rodríguez Martínez,LAF,2012,Hermosillo,Son,25-Jun-94,F,6,,
619242,Leticia Ochoa Ibarguengoitia,LAF,2010,Monterrey,NL,2-Jun-93,F,8,,
1058188,Adelaida Marián Aristegui Fernández,IQA,2012,Tijuana,BC,28-Jan-95,F,4,,
852005,Alejandra Cecilia Zabaleta Azcúnaga,IQA,2009,Saltillo,Coah,1-Jun-93,F,8,,
852195,Giseel Goicoetxea Basaguren,LED,2011,Los Mochis,Sin,25-Apr-94,F,6,,
701339,Ángel Enrique Zabaleta García,LIN,2009,Monterrey,NL,19-Aug-94,M,4,,
467741,Elisa Elisa Etxeberría Azcúnaga,LEM,2013,Manzanillo,Col,18-Jun-95,F,4,,
411858,Diana Sánchez García,LIN,2008,Monterrey,NL,12-Feb-94,F,6,,
1038860,Laura Ochoa Basaguren,IIS,2009,Tampico,Tamps,13-Jul-95,F,5,,
644012,Benito Hernandez Azcúnaga,LED,2010,Pachuca,Hgo,4-Aug-93,M,8,,
1041208,Berenice Esther Martínez Lozano,LEM,2009,Monterrey,NL,27-Oct-92,F,8,,
966947,Benito Oscar Etxeberría Zabaleta,LCPF,2010,Monterrey,NL,3-Dec-93,M,6,,
519434,Rafael Rodolfo Urrutia Fernández,LED,2008,Veracruz,Ver,28-Feb-93,M,9,,
881303,Esther Catalina Basaguren Navarro,LIN,2008,Manzanillo,Col,10-Sep-94,F,5,,
454100,Gonzalo Mario Aramburu Ochoa,LAF,2010,Tampico,Tamps,22-Sep-93,M,6,,
722509,Dafne Treviño Martínez,LCPF,2010,Mazatlán,Sin,2-Mar-95,F,5,,
900711,Marco Fernández Sánchez,IIS,2011,Monterrey,NL,19-Dec-94,M,4,,
924685,Nadia Cantú Cárdenas,LCPF,2010,Monterrey,NL,29-Aug-92,F,8,,
367133,Roberto Salaverri Rodríguez,LEM,2010,León,Gto,19-Jan-94,M,6,,
404924,Oscar Navarro Treviño,LEM,2008,Tuxpan,Ver,11-Sep-94,M,4,,
692568,Gema Rodríguez Treviño,LAF,2013,Cuernavaca,Mor,15-Sep-92,F,9,,
476555,Gabriel Carlos Treviño González,LIN,2010,Monterrey,NL,6-May-94,M,6,,
428987,Fernando Villarreal Navarro,LAF,2008,Monterrey,NL,17-Mar-94,M,6,,
981716,Marco Andrés Villarreal Navarro,LCPF,2011,Mazatlán,Sin,9-Mar-95,M,4,,
635836,Humberto Carlos Villarreal Eskauriatza,IMT,2013,Mérida,Yuc,18-Dec-93,M,7,,
872062,César Ernesto Juárez Ibarguengoitia,LAF,2009,Saltillo,Coah,26-Feb-95,M,5,,
717396,Elena Catalina Aristegui Fernández,LED,2012,Villahermosa,Tab,15-Jul-93,F,8,,
863720,Giseel Sánchez Ibarguengoitia,LEM,2012,Monterrey,NL,22-Nov-92,F,8,,
439621,Gema Aramburu Rodríguez,IQA,2011,Villahermosa,Tab,22-Jan-94,F,7,,
965810,Carmen Garza Fernández,LAF,2013,Tlaxcala,Tlax,2-Mar-94,F,6,,
834019,Cecilia Carolina Navarro González,LAF,2011,Guanajuato,Gto,12-Aug-94,F,6,,
585379,Jorge Nicolás Cantú Zárate,LAF,2008,Monterrey,NL,4-May-94,M,6,,
667998,David Zárate Fernández,LCPF,2010,Culiacán,Sin,9-Jan-94,M,6,,
820491,Alejandro Ángel Garza Ibarguengoitia,LAF,2013,Tijuana,BC,1-Oct-93,M,6,,
1086675,Giseel Fátima Urrutia Treviño,LIN,2009,Veracruz,Ver,1-Sep-94,F,4,,
1101226,Roberto Arizmendi Fernández,LAF,2009,Monterrey,NL,30-Apr-93,M,8,,
382178,Francisco Fernando Eskauriatza Navarro,IQA,2010,Cuernavaca,Mor,15-May-93,M,8,,
374753,Francisco Eskauriatza Villarreal,LIN,2010,Villahermosa,Tab,17-Jul-92,M,10,,
700878,Horacio Navarro Garza,LAF,2010,Zacatecas,Zac,19-Nov-93,M,7,,
775458,Rafael Oscar Navarro Cantú,IIS,2011,Orizaba,Ver,4-Feb-94,M,6,,
486197,Anahí Zárate Aramburu,LEM,2011,Villahermosa,Tab,16-May-93,F,9,,
916690,José García Martínez,IMT,2011,Guanajuato,Gto,27-Dec-92,M,8,,
937790,Alexia Carolina Ochoa Etxeberría,LED,2009,Mazatlán,Sin,25-Feb-93,F,8,,
898852,Graciela Cárdenas Cantú,LEM,2008,Mérida,Yuc,9-Jun-94,F,6,,
634252,Mariángela Rodríguez Salaverri,LEM,2011,Tijuana,BC,26-Nov-93,F,6,,
744875,Elisa Gema Urrutia Urrutia,LCPF,2013,Monterrey,NL,24-Jul-92,F,10,,
507609,Ludivina Ludivina Aristegui Cárdenas,LAF,2011,Minatitlán,Ver,15-Jan-94,F,6,,
766221,Ángel Benito Garza Hernandez,LAF,2010,Hermosillo,Son,16-Feb-94,M,6,,
732030,Fátima Villarreal Villarreal,IMT,2008,Tapachula,Chis,27-Oct-92,F,8,,
786152,César Zárate Goicoetxea,IMT,2011,Monterrey,NL,3-Jun-95,M,5,,
1103173,Anahí Andrea Aramburu Zabaleta,LEM,2012,Tapachula,Chis,18-Oct-93,F,6,,
670480,Anahí Hernandez Fernández,LAF,2010,Chihuahua,Chih,22-Apr-93,F,8,,
700886,Michelle Andrea Zárate Villarreal,LED,2011,Monterrey,NL,5-Dec-93,F,6,,
840856,Fernando Cantú Goicoetxea,LCPF,2012,Zacatecas,Zac,23-Jun-95,M,4,,
948996,Teresa Daniela Aristegui Salaverri,LAF,2011,Monterrey,NL,13-Feb-93,F,8,,
556501,Daniela Priscila Ibarguengoitia Salaverri,LEM,2009,Monterrey,NL,22-Jul-94,F,7,,
948540,Antonio Salaverri Aramburu,LEM,2012,Pachuca,Hgo,5-Nov-92,M,8,,
989471,Mariángela Zabaleta García,IQA,2008,León,Gto,27-May-95,F,4,,
649327,Ricardo Francisco Ibarguengoitia Cantú,IIS,2010,Monterrey,NL,20-Oct-92,M,8,,
404449,Cecilia Daniela Villarreal Aramburu,IMT,2009,Monterrey,NL,17-Apr-95,F,5,,
929641,Fernando David Ochoa Lozano,LCPF,2010,Puebla,Pue,21-May-95,M,4,,
653652,Benito Rafael Hernandez Aramburu,LCPF,2011,Monterrey,NL,2-May-93,M,8,,
407109,Mario David Basaguren García,LEM,2008,Monterrey,NL,31-Oct-94,M,4,,
867308,Marissa Marián Urrutia Aristegui,LAF,2013,Mérida,Yuc,10-Mar-95,F,4,,
465499,Nicolás Cantú Urrutia,IMT,2011,Los Mochis,Sin,30-Dec-94,M,4,,
723893,Carolina Elisa Villarreal Rodríguez,LAF,2013,Monterrey,NL,18-Feb-93,F,8,,
588098,Rafael Navarro Treviño,LEM,2010,Monterrey,NL,12-Nov-92,M,8,,
664504,Gerardo Rafael González Fernández,IMT,2009,Monterrey,NL,28-Nov-94,M,4,,
944566,Graciela Treviño Garza,LAF,2012,Tapachula,Chis,25-Sep-93,F,6,,
1118990,Giseel Garza Goicoetxea,LEM,2008,Culiacán,Sin,10-Jul-95,F,4,,
934498,María Eskauriatza Lozano,LED,2010,Minatitlán,Ver,15-Sep-93,F,6,,
587395,Manuel Navarro Hernandez,IQA,2008,Monterrey,NL,21-Oct-94,M,5,,
576115,Rodrigo Eskauriatza Arizmendi,LAF,2008,Monterrey,NL,1-May-93,M,8,,
681247,Marián Karla Aramburu Aristegui,LAF,2012,Tuxpan,Ver,7-Mar-95,F,4,,
947825,Luis Rodolfo Rodríguez Etxeberría,LEM,2011,Acapulco,Gro,16-Jan-94,M,6,,
753443,Gerardo Gonzalo Etxeberría Cantú,LED,2012,Culiacán,Sin,12-Oct-92,M,9,,
521240,Jorge Rodolfo Cantú Treviño,LED,2010,Monterrey,NL,1-May-95,M,4,,
657515,José Andrés Zabaleta Juárez,LAF,2010,Monterrey,NL,2-Jul-94,M,6,,
717834,María Sánchez Martínez,LIN,2012,Tlaxcala,Tlax,11-Aug-94,F,6,,
866142,Fernando Zabaleta Cárdenas,LIN,2010,Hermosillo,Son,4-Feb-95,M,4,,
802123,María Cecilia Eskauriatza Navarro,LAF,2011,Monterrey,NL,19-Oct-94,F,5,,
353321,Mario Mario Villarreal Arizmendi,LAF,2008,Monterrey,NL,27-Mar-95,M,4,,
1129144,David Ricardo Urrutia Arizmendi,LEM,2008,Saltillo,Coah,30-May-95,M,5,,
978864,Karla Daniela Cárdenas Basaguren,LEM,2010,Villahermosa,Tab,23-May-95,F,4,,
593311,Berenice Deyanira Arizmendi Hernandez,IIS,2013,Monterrey,NL,30-Jun-93,F,9,,
350625,Teresa Garza Villarreal,IMT,2013,Los Mochis,Sin,7-Apr-95,F,4,,
517966,Humberto Sánchez Aramburu,LEM,2013,Saltillo,Coah,4-Apr-95,M,4,,
1140613,Nadia Karla Martínez Cantú,LAF,2008,Mazatlán,Sin,26-Jun-93,F,8,,
820986,Montserrat Deyanira Hernandez Treviño,LEM,2013,Monterrey,NL,9-Jan-93,F,8,,
984490,Marco Ibarguengoitia González,LEM,2011,Mexicali,BC,9-May-93,M,8,,
983991,Alejandra Marián García Lozano,LAF,2009,Monterrey,NL,27-Jun-93,F,8,,
953521,Nicolás Cárdenas Aristegui,LAF,2010,Culiacán,Sin,5-May-94,M,6,,
936677,Leticia Andrea Lozano Azcúnaga,LCPF,2012,Mérida,Yuc,14-Jan-95,F,4,,
836771,Catalina Cantú Cantú,LIN,2009,Hermosillo,Son,30-Oct-92,F,8,,
1029994,Pablo Azcúnaga Sánchez,LAF,2011,Veracruz,Ver,19-Jan-95,M,4,,
917925,Cecilia Ibarguengoitia González,IQA,2010,Toluca,Edomex,28-Jun-93,F,8,,
1113209,María Fernández Goicoetxea,LCPF,2012,Culiacán,Sin,20-Nov-93,F,6,,
1018210,Enrique Luis Juárez Urrutia,IIS,2011,Monterrey,NL,14-Nov-92,M,8,,
837822,Arturo Arizmendi Arizmendi,IMT,2008,Monterrey,NL,28-Jul-93,M,9,,
1032620,Nadia Deyanira Juárez Goicoetxea,IQA,2013,Mexicali,BC,16-Jul-94,F,6,,
931167,Benito Antonio Etxeberría Azcúnaga,LAF,2010,Orizaba,Ver,23-Nov-92,M,9,,
366319,Nicolás Urrutia Navarro,LAF,2012,Monterrey,NL,27-Sep-93,M,6,,
1036820,Mario Rafael Sánchez Cantú,LED,2011,Monterrey,NL,10-Aug-94,M,7,,
780755,Roberto Humberto Etxeberría Zárate,IQA,2011,Toluca,Edomex,13-Apr-95,M,4,,
619461,Nicolás González Sánchez,IIS,2008,Monterrey,NL,12-Jun-93,M,8,,
642393,Marián Salaverri Aramburu,IQA,2011,Morelia,Mich,6-Jun-94,F,6,,
671891,Anahí García González,LAF,2013,Monterrey,NL,18-Jan-93,F,8,,
456849,Erika Ochoa Urrutia,IQA,2009,Monterrey,NL,11-Aug-93,F,8,,
1069846,Pablo Ángel García Hernandez,IIS,2008,Tijuana,BC,13-Jul-93,M,8,,
868685,Pablo Sánchez Cantú,LAF,2013,Mazatlán,Sin,27-Apr-94,M,7,,
1131888,Rodrigo Rafael Aristegui Treviño,LAF,2011,Manzanillo,Col,4-Jul-94,M,6,,
566601,Arturo Treviño Eskauriatza,LCPF,2013,Tapachula,Chis,10-Feb-93,M,8,,
764878,Nicolás Antonio Aristegui Etxeberría,IIS,2009,Orizaba,Ver,7-Jan-93,M,8,,
635213,Rafael Fernández García,LAF,2013,Monterrey,NL,22-Nov-94,M,4,,
653928,Carolina Teresa Rodríguez Martínez,LIN,2013,Chihuahua,Chih,6-Apr-93,F,8,,
799048,Marco Jorge Navarro Azcúnaga,LCPF,2012,Zacatecas,Zac,26-Aug-93,M,6,,
895913,Fernando García Basaguren,LCPF,2010,Cuernavaca,Mor,27-Oct-92,M,8,,
1110318,Silvia Aramburu Etxeberría,IQA,2012,Monterrey,NL,15-Apr-95,F,4,,
982516,Daniela Marissa Treviño Martínez,LAF,2011,Durango,Dgo,22-Nov-92,F,8,,
1140776,César Treviño Treviño,LAF,2011,Tlaxcala,Tlax,8-Jul-95,M,5,,
709173,Elena Carmen Fernández Urrutia,LED,2013,Minatitlán,Ver,26-Sep-94,F,4,,
611912,Marissa Carmen Navarro Eskauriatza,LAF,2011,Monterrey,NL,10-Jun-94,F,6,,
852871,Ricardo Hernandez Arizmendi,IIS,2013,Tampico,Tamps,19-Oct-92,M,8,,
741632,Nicolás Alejandro Lozano Sánchez,LAF,2008,Hermosillo,Son,2-Jan-93,M,8,,
1002028,Manuel Martínez Sánchez,IMT,2009,Mexicali,BC,17-Jan-93,M,9,,
836249,Cecilia Andrea Sánchez Urrutia,LED,2008,Monterrey,NL,19-Mar-94,F,6,,
1002613,Horacio Cárdenas Azcúnaga,IQA,2009,Monterrey,NL,28-Oct-93,M,7,,
662601,Erika Silvia Treviño Azcúnaga,IQA,2010,Cuernavaca,Mor,23-Jul-94,F,6,,
420201,Ricardo Humberto Urrutia García,LAF,2012,Mazatlán,Sin,6-May-95,M,4,,
981328,Fernando Andrés Hernandez Garza,IMT,2013,Tuxpan,Ver,5-Jan-93,M,8,,
671605,Cecilia Hernandez Basaguren,IMT,2010,Veracruz,Ver,12-May-93,F,8,,
546561,Daniela Villarreal Villarreal,LIN,2008,Monterrey,NL,17-Jun-95,F,5,,
400304,Rodrigo García Treviño,LAF,2008,Monterrey,NL,11-Apr-93,M,9,,
879744,Gerardo Goicoetxea Ochoa,LIN,2008,Tapachula,Chis,23-Feb-93,M,9,,
582435,Valeria Carmen Ochoa Lozano,LAF,2011,Tampico,Tamps,10-Jan-95,F,4,,
1082692,Humberto Nicolás Navarro Villarreal,LAF,2009,Monterrey,NL,16-Feb-95,M,4,,
505295,Daniel Juárez García,LCPF,2012,Chihuahua,Chih,15-Sep-93,M,6,,
817232,Marco Ricardo Garza Aristegui,LED,2012,Mérida,Yuc,5-Jan-93,M,8,,
939229,Gabriela Marissa Arizmendi Garza,IMT,2012,Orizaba,Ver,30-Oct-94,F,4,,
625415,Anahí Mariángela González García,IIS,2012,Monterrey,NL,19-Jul-93,F,9,,
